lat&lon,name_of_business,distance_on_4sq,address
48.8258020742942_2.2487989068031315,Daikichi,767,28 rue du Docteur Lombard
48.8258020742942_2.2487989068031315,Le Bistro de la Ferme,877,170 rue du Vieux Pont de Sèvres 92100
48.8258020742942_2.2487989068031315,Monsieur Moulinot,233,3-5 boulevard des Îles
48.8258020742942_2.2487989068031315,Peppe Boulogne,403,104 rue du Point du Jour
48.8258020742942_2.2487989068031315,Cap Seine,408,55 quai du Point du Jour
48.8258020742942_2.2487989068031315,Sodexo,435,255 quai de la Bataille de Stalingrad
48.8258020742942_2.2487989068031315,Boulangerie Thierry Meunier,498,3 place Jules Guesdes
48.8258020742942_2.2487989068031315,Tramway d´Issy,564,1 rue Aristide Briand
48.8258020742942_2.2487989068031315,Au Vieux Marronnier,583,30 rue Jean Pierre Timbaud
48.8258020742942_2.2487989068031315,Toscanini,614,32 rue Jean Pierre Timbaud
48.8258020742942_2.2487989068031315,Aratel S.A.R.L.,685,1 place Paul Verlaine
48.8258020742942_2.2487989068031315,Paparotti,745,14 rue Victor Griffuelhes
48.8258020742942_2.2487989068031315,Sushi's Fresh,752,54 rue Jean Pierre Timbaud
48.8258020742942_2.2487989068031315,Les Trois Marches,772,117 rue Thiers
48.8258020742942_2.2487989068031315,Bowlg,782,110 rue Thiers
48.8258020742942_2.2487989068031315,Le Bistro du Marché,801,144 rue du Vieux Pont de Sèvres
48.8258020742942_2.2487989068031315,Chatry Claude,806,208 boulevard Jean Jaurès
48.8258020742942_2.2487989068031315,O'Five,817,21 rue des Quatre Cheminées
48.8258020742942_2.2487989068031315,Café Chérie,932,1 rue des Quatre Cheminees 92100
48.8258020742942_2.2487989068031315,Casa Siciliana,873,164 avenue de Verdun
48.8258020742942_2.2487989068031315,Little Italy,907,201 boulevard Jean Jaurès
48.8258020742942_2.2487989068031315,Mozaik Pizza,928,99 avenue de Verdun
48.8258020742942_2.2487989068031315,O'Tacos,928,103 avenue Edouard Vaillant
48.8258020742942_2.2487989068031315,Nova Kfé,937,5 rue de Paris
48.8258020742942_2.2487989068031315,Les Caves des Montquartiers,942,5 chemin des Montquartiers
48.8258020742942_2.2487989068031315,Pizza Hut,943,17 avenue du Général Leclerc
48.8258020742942_2.2487989068031315,Lumiere du Soleil,944,147 avenue de Verdun
48.8258020742942_2.2487989068031315,Studio Ecole de France,961,145-175 rue Jean Jacques Rousseau
48.8258020742942_2.2487989068031315,Les Crayères des Montquartiers,965,141 avenue de Verdun
48.8258020742942_2.2487989068031315,Sofra,977,91 avenue Edouard Vaillant
48.8258020742942_2.2487989068031315,Au Bon Vigneron,985,83 Bis avenue Edouard Vaillant
48.8258020742942_2.2487989068031315,KFC,978,108 avenue Edouard Vaillant
48.8258020742942_2.2487989068031315,Restaurant l'Ile,270,170 île Saint Germain
48.8258020742942_2.2487989068031315,O Taipas,381,31 Ter rue Traversière
48.8258020742942_2.2487989068031315,Pizza l'Artiste,649,17 rue Aristide Briand
48.83671783466264_2.283664085650799,Le Beurre Noisette,148,"68 rue Vasco de Gama, 15e"
48.83671783466264_2.283664085650799,Le Grand Venise,810,171 rue de la Convention
48.83671783466264_2.283664085650799,Le Buron,236,119 avenue Félix Faure
48.83671783466264_2.283664085650799,Boulangerie Mozart,288,147 avenue Felix Faure
48.83671783466264_2.283664085650799,L'Atelier du Parc,763,35 boulevard Lefebvre
48.83671783466264_2.283664085650799,Big Fernand,911,30 rue Ernest Renan
48.83671783466264_2.283664085650799,The 3 Ducks Bar,990,6 place Étienne Pernet
48.83671783466264_2.283664085650799,L'Insoumise,449,15 rue Auguste Chabrières rue du Hameau
48.83671783466264_2.283664085650799,Okayama,816,16 rue Ernest Renan
48.83671783466264_2.283664085650799,Les As Os,361,43 rue Desnouettes
48.83671783466264_2.283664085650799,L'Argument,591,121 rue de la Convention
48.83671783466264_2.283664085650799,Via Del Gusto,801,344 rue de Vaugirard
48.83671783466264_2.283664085650799,Kintaro,901,6 rue Dombasle
48.83671783466264_2.283664085650799,L'Artisan des Gourmands,703,60 rue de la Convention
48.83671783466264_2.283664085650799,Ji Bai He,870,108 rue Olivier de Serres
48.83671783466264_2.283664085650799,Alice Pizza,861,11 rue Eugène Gibez
48.83671783466264_2.283664085650799,Café Eugène,406,49 boulevard Victor
48.83671783466264_2.283664085650799,750g la Table,580,397 rue de Vaugirard
48.83671783466264_2.283664085650799,Le Versailles,737,1 rue Ernest Renan
48.83671783466264_2.283664085650799,Les Turbulentes,512,136 rue de Lourmel
48.83671783466264_2.283664085650799,Aquaboulevard,772,4 /6 rue Louis Armand
48.83671783466264_2.283664085650799,Ischia,904,14 rue Cauchy
48.83671783466264_2.283664085650799,Palais des Sports,484,34 boulevard Victor
48.83671783466264_2.283664085650799,Pathé Convention,943,"27 rue Alain Chartier, 27 au 31"
48.83671783466264_2.283664085650799,Gloriette Café,765,58 rue de la Convention
48.83671783466264_2.283664085650799,L'Authentik,427,90 rue Balard
48.83671783466264_2.283664085650799,Le Pavé de Versailles,468,59 boulevard Victor Hugo
48.83671783466264_2.283664085650799,Ichirin,200,75 rue Vasco de Gama
48.83671783466264_2.283664085650799,Pizza Botticelli,387,106 rue Balard
48.83671783466264_2.283664085650799,Osaka,257,7-17 boulevard Victor
48.83671783466264_2.283664085650799,Da Lucia,386,281 rue Lecourbe
48.83671783466264_2.283664085650799,Bistrot du Parc,574,67 rue Balard
48.83671783466264_2.283664085650799,Pho Gourmet,408,37 rue Desnouettes
48.83671783466264_2.283664085650799,Rasna Restaurant Indien,427,214 rue de la Croix Nivert
48.83671783466264_2.283664085650799,La Corbeille A Pains,433,197 rue de la Croix-Nivert
48.83671783466264_2.283664085650799,Amo,446,8 rue du Hameau 75015
48.83671783466264_2.283664085650799,La Boul’Ange - Maison Gara,465,29 rue Desnouettes
48.83671783466264_2.283664085650799,Pizza l'Olivier,758,22 rue Ernest Renan
48.83671783466264_2.283664085650799,Le Terminus Balard,376,1 place Balard
48.83671783466264_2.283664085650799,Aux Sports,912,2 rue des Morillons
48.83671783466264_2.283664085650799,Perlamatta,565,114 rue de la Convention
48.83671783466264_2.283664085650799,Fuxia,572,407 rue Vaugirard
48.83671783466264_2.283664085650799,Le Pentagone,597,2 rue Jeanne d'Arc
48.83671783466264_2.283664085650799,Café Ella,624,85 rue de la Convention
48.83671783466264_2.283664085650799,Equinoxe,904,18/20 rue du Colonel Pierre Avia
48.83671783466264_2.283664085650799,Ty Fanch,714,1 place Henri Rollet
48.83671783466264_2.283664085650799,Shoka,734,1 rue Ernest Renan
48.83671783466264_2.283664085650799,Zambalha,751,159 rue de la Convention
48.83671783466264_2.283664085650799,Les Gamins,763,22 avenue Felix Faure
48.83671783466264_2.283664085650799,Thai First,807,14 rue Ernest Renan
48.88666162207_2.2843274474144,Il Grano,791,212 bis boulevard Pereire
48.88666162207_2.2843274474144,Petrus,901,12 place du Maréchal. -Juin
48.88666162207_2.2843274474144,Phebe,899,190n rue de Courcelles
48.88666162207_2.2843274474144,Big Fernand,974,22 bis rue Paul Vaillant Couturier
48.88666162207_2.2843274474144,La Griotte ZAHRA,592,55 boulevard Gouvion-Saint-Cyr
48.88666162207_2.2843274474144,Mayo,670,3 place du Général Koenig Hyatt Regency Paris Etoile
48.88666162207_2.2843274474144,Gustave,776,1 place Parmentier 21 Bis rue Sablonville
48.88666162207_2.2843274474144,The Canadian Embassy Pub,714,71 boulevard Gouvion Saint-Cyr rue Bélidor
48.88666162207_2.2843274474144,Bistrot du Coin Levallois,836,70 rue du Président Wilson
48.88666162207_2.2843274474144,Le Sébillon,910,20 avenue Charles de Gaulle
48.88666162207_2.2843274474144,Le Ballon des Ternes,673,103 avenue des Ternes
48.88666162207_2.2843274474144,Da Aldo,967,8 rue Saint-Ferdinand
48.88666162207_2.2843274474144,Palais Maillot,863,2 place de la Porte Maillot boulevard Pershing
48.88666162207_2.2843274474144,Fujiyama,632,25 rue Ruhmkorff
48.88666162207_2.2843274474144,La Famiglia,797,2 rue Waldeck Rousseau
48.88666162207_2.2843274474144,Léon de Bruxelles,893,"95 im, boulevard Gouvion-Saint-Cyr"
48.88666162207_2.2843274474144,Fuxia,931,99 boulevard Gouvion-Saint-Cyr
48.88666162207_2.2843274474144,Dessirier,933,9 place du Maréchal Juin
48.88666162207_2.2843274474144,Shogun Sushi,694,26 rue du Président Wilson
48.88666162207_2.2843274474144,Théâtre des Sablons,738,70 avenue du Roule
48.88666162207_2.2843274474144,Le Chalet,761,14 rue Commdt Pilot
48.88666162207_2.2843274474144,Starbucks,897,2 place de la Porte Maillot
48.88666162207_2.2843274474144,Chez Ly,969,95 avenue Niel
48.88666162207_2.2843274474144,Bey Steak House,758,7 rue Waldeck-Rousseau
48.88666162207_2.2843274474144,Amici,880,77 bis avenue des Ternes
48.88666162207_2.2843274474144,Chez Fred,722,"190 bis, boulevard Pereire"
48.88666162207_2.2843274474144,Le Comptoir du Marché,480,28 rue Carnot
48.88666162207_2.2843274474144,Le Boeuf Maillot,699,99 avenue des Ternes
48.88666162207_2.2843274474144,Jazz Club Etoile,795,"81 boulevard Gouvion-St-Cyr, 17th"
48.88666162207_2.2843274474144,Le Brasier des Ternes,992,58 avenue des Ternes
48.88666162207_2.2843274474144,Absolu Café,973,88 avenue du Président-Wilson
48.88666162207_2.2843274474144,Ward,986,11 rue du Débarcadère
48.88666162207_2.2843274474144,McDonald's,997,277 boulevard Pereire
48.88666162207_2.2843274474144,Le Franc Tireur,983,34 rue d'Armaillé
48.88666162207_2.2843274474144,Boulangerie Artisanale Bineau,74,4 boulevard Bineau
48.88666162207_2.2843274474144,Club Lounge de l'Hôtel le Méridien Étoile,800,Hôtel le Méridien Étoile
48.88666162207_2.2843274474144,La Maiella,554,54 avenue de Villiers
48.88666162207_2.2843274474144,King Marcel Levallois,100,1 place du Maréchal de Lattre de Tassigny
48.88666162207_2.2843274474144,Express,583,rue Carnot
48.88666162207_2.2843274474144,Anatole,469,50 rue Anatole France
48.88666162207_2.2843274474144,Espace Petit Déjeuner,810,le Méridien Etoile
48.88666162207_2.2843274474144,Swadee,964,20 rue du Débarcadère
48.88666162207_2.2843274474144,Bowling Nord-Ouest de Paris Champerret,420,2 rue du Caporal Peugeot
48.88666162207_2.2843274474144,Durand Dupont Drugstore,950,14 place du Marché
48.88666162207_2.2843274474144,Papa Mia,475,50 rue Louis Rouquier
48.88666162207_2.2843274474144,L'Allumette,526,88 rue Danton
48.88666162207_2.2843274474144,McDonald's,575,145 avenue de Villiers
48.88666162207_2.2843274474144,Le Petit Remy (Le Petit Rémy),598,72 rue Anatole France
48.88666162207_2.2843274474144,Métro-Porte de Champerret,617,145 avenue de Villiers
48.88666162207_2.2843274474144,Le Trébois Café,634,11 rue Henri Barbusse
48.90782845483013_2.307887971401215,Polette,967,115 boulevard Victor Hugo
48.90782845483013_2.307887971401215,Creperie le Galichon,804,46-66 rue Henri Barbusse
48.90782845483013_2.307887971401215,Churrasqueira Do Povo,995,7 rue Curton
48.90782845483013_2.307887971401215,Kawasaki,699,8 rue Madame de Sanzillon
48.90782845483013_2.307887971401215,First Café,410,102 rue Martre
48.90782845483013_2.307887971401215,Akroz,311,16 rue Jean Walter
48.90782845483013_2.307887971401215,CS Clichy Tennis,326,
48.90782845483013_2.307887971401215,La Selva,346,34 rue Villeneuve
48.90782845483013_2.307887971401215,Green is Better,355,14 rue Jean Walter
48.90782845483013_2.307887971401215,Dolce Vita,366,15 allée Paul Signac
48.90782845483013_2.307887971401215,Le Grenier Clichois,399,22 rue Villeneuve
48.90782845483013_2.307887971401215,La Cantine par Score Services,402,62 rue d'Alsace
48.90782845483013_2.307887971401215,Oursel,501,3 rue du Landy
48.90782845483013_2.307887971401215,Café de l’église,530,1 rue du Landy
48.90782845483013_2.307887971401215,Au Chameau Savoyard,544,138 boulevard Jean Jaurès
48.90782845483013_2.307887971401215,Le Fournil de Paris,549,80 rue Martre
48.90782845483013_2.307887971401215,Les Mignardises,638,70 rue de Neuilly
48.90782845483013_2.307887971401215,Crepier Gourmet,682,25 rue Madame Staël
48.90782845483013_2.307887971401215,Burger King,690,34 rue Mozart
48.90782845483013_2.307887971401215,Boulangerie Patisserie de Tradition,742,66 boulevard Jean Jaurès
48.90782845483013_2.307887971401215,Cafétéria OCÉAN,749,30 rue Mozart
48.90782845483013_2.307887971401215,Hôtel Restaurant Gresillons,1465,7 avenue des Gresillons
48.90782845483013_2.307887971401215,Mezzo Di Pasta,803,47 boulevard du Général Leclerc
48.90782845483013_2.307887971401215,Le Petit Solognot,805,2 rue Morice
48.90782845483013_2.307887971401215,Le P'tit Jardin,827,55 rue de Neuilly
48.90782845483013_2.307887971401215,Le Havane,840,45 boulevard Jean Jaurès
48.90782845483013_2.307887971401215,Plan A,875,49 rue de Neuilly
48.90782845483013_2.307887971401215,Sushi Sun,939,33 boulevard du Général Leclerc
48.90782845483013_2.307887971401215,Le Retro Burger,953,52 rue de Paris
48.90782845483013_2.307887971401215,Elior Services Propreté et Santé,980,92-98 boulevard Victor Hugo
48.90782845483013_2.307887971401215,Trattoria Limo,997,4 avenue Laurent Cély
48.90782845483013_2.307887971401215,Asian Food by Baze,1001,93 boulevard Victor Hugo
48.90782845483013_2.307887971401215,SDC Tour d'asnieres,1009,4 avenue Laurent Cély
48.90782845483013_2.307887971401215,McDonald's,621,93 boulevard Jean Jaurès
48.90782845483013_2.307887971401215,Frutuoso Fremando,222,81 boulevard du Général Leclerc
48.90782845483013_2.307887971401215,L'Italienne de Restauration la Romantica,292,73 boulevard Jean Jaurès
48.90782845483013_2.307887971401215,Café Clichy,502,23 rue Dagobert
48.90782845483013_2.307887971401215,Les News Délices du Kashmir,507,112 boulevard Jean Jaurès
48.90782845483013_2.307887971401215,Saguet,513,6 rue Landy
48.90782845483013_2.307887971401215,Ali Baba,57267,56 boulevard du Général Leclerc
48.90782845483013_2.307887971401215,Maxin Pizza,533,121 Bis rue Pierre Bérégovoy
48.90782845483013_2.307887971401215,Le Galopin 111,541,111 boulevard Jean Jaurès
48.90782845483013_2.307887971401215,Tokyo Sushi,591,3 rue Villeneuve
48.90782845483013_2.307887971401215,Rutebeuf,592,2 rue Andre-le-Notre
48.90782845483013_2.307887971401215,Sarl Msa,655,3 rue Madame de Sanzillon
48.90782845483013_2.307887971401215,Snigda,677,10 rue de l'Ancienne Mairie
48.90782845483013_2.307887971401215,Milano Pizza,904,40 rue de Neuilly
48.90782845483013_2.307887971401215,L’Otentik,911,34 avenue des Grésillons
48.90782845483013_2.307887971401215,Le Retro,939,52 rue de Paris
48.90782845483013_2.307887971401215,Avanos,984,89 boulevard Victor Hugo
48.833218027457846_2.2677567601203923,River Café,678,146 quai de la Bataille Stalingrad
48.833218027457846_2.2677567601203923,La Javelle,908,11 Port de Javel Bas
48.833218027457846_2.2677567601203923,Le Mathusalem,758,"5 bis, boulevard Exelmans"
48.833218027457846_2.2677567601203923,Au Trinquet,534,8 quai Saint-Exupéry
48.833218027457846_2.2677567601203923,Amorino,944,Promenade Cœur de ville
48.833218027457846_2.2677567601203923,Boulangerie Mozart,973,147 avenue Felix Faure
48.833218027457846_2.2677567601203923,Le Palais du Bonheur,981,131 rue Michel Ange
48.833218027457846_2.2677567601203923,Le Cardinal,916,5 place de la Porte de Saint-Cloud
48.833218027457846_2.2677567601203923,La Cucina,900,18 rue Kléber
48.833218027457846_2.2677567601203923,Pret A Manger,516,11 rue Rouget de l'Isle
48.833218027457846_2.2677567601203923,Aquaboulevard,654,4 /6 rue Louis Armand
48.833218027457846_2.2677567601203923,Hoki Sushi,861,117 boulevard Murat
48.833218027457846_2.2677567601203923,Volfoni,901,14-16 boulevard de la République
48.833218027457846_2.2677567601203923,Yugen,711,3 rue Michel Jazy
48.833218027457846_2.2677567601203923,Indiana Café,874,2 place de la Porte de Saint-Cloud
48.833218027457846_2.2677567601203923,Au Bureau,926,14/16 boulevard de la République
48.833218027457846_2.2677567601203923,Subway,593,35 rue Camille Desmoulins
48.833218027457846_2.2677567601203923,Terrain de Baseball,346,
48.833218027457846_2.2677567601203923,L'Authentik,949,90 rue Balard
48.833218027457846_2.2677567601203923,Equinoxe,601,18/20 rue du Colonel Pierre Avia
48.833218027457846_2.2677567601203923,Cirque Bormann-Moreno,502,5 rue Lucien Bossoutrot
48.833218027457846_2.2677567601203923,Columbus Café,523,2 rue du Général Alain de Boissieu
48.833218027457846_2.2677567601203923,Aux Trois Obus,979,120 rue Michel Ange
48.833218027457846_2.2677567601203923,Arie le Colisée Marceau,621,8 boulevard des Freres Voisin
48.833218027457846_2.2677567601203923,Pizza Botticelli,897,106 rue Balard
48.833218027457846_2.2677567601203923,Halle des Sports Christiane Guillaume,780,rue du bateau lavoir
48.833218027457846_2.2677567601203923,Chez Marcel,780,22 place Marcel Pagnol
48.833218027457846_2.2677567601203923,Versailles Avenue,807,199 avenue de Versailles
48.833218027457846_2.2677567601203923,Au Plaisir du Pain,829,10 boulevard Victor
48.833218027457846_2.2677567601203923,Dailly Food,838,avenue de Versailles
48.833218027457846_2.2677567601203923,La Crêperie Boileau,839,104 rue Boileau
48.833218027457846_2.2677567601203923,Papa Ours,845,154 avenue de Versailles Paris
48.833218027457846_2.2677567601203923,Juste Leblanc,846,83 rue Leblanc
48.833218027457846_2.2677567601203923,Trattoria Italiana,851,117 boulevard Murat
48.833218027457846_2.2677567601203923,La Bolée des Abers,875,8 rue Jeanne d'Arc
48.833218027457846_2.2677567601203923,Tabac du Centre,878,68 rue du Gouverneur Général Eboue
48.833218027457846_2.2677567601203923,Lina,907,101 rue Balard
48.833218027457846_2.2677567601203923,Café les Fontaines,887,219 avenue de Versailles
48.833218027457846_2.2677567601203923,Pizzeria Da Angelo,926,38 rue des Peupliers
48.833218027457846_2.2677567601203923,Waffle Factory,935,Promenade Cœur de ville
48.833218027457846_2.2677567601203923,Pizza des As,952,82 rue Boileau
48.833218027457846_2.2677567601203923,Le Pentagone,996,2 rue Jeanne d'Arc
48.833218027457846_2.2677567601203923,Le Terminus Balard,885,1 place Balard
48.833218027457846_2.2677567601203923,McDonald's,912,234 avenue de Versailles
48.833218027457846_2.2677567601203923,S.N.E.C.M.A. S.A.,632,2 boulevard du Général Martial Valin
48.833218027457846_2.2677567601203923,Class'Star,710,3 rue Michel Jazy
48.833218027457846_2.2677567601203923,Brasserie Point du Jour à Boulogne-Billancourt,753,23 place Marcel Pagnol
48.833218027457846_2.2677567601203923,Les Savants Fous,755,19 rue Fantin-Latour
48.833218027457846_2.2677567601203923,Aji Dulce,805,2 place Albert Cohen
48.833218027457846_2.2677567601203923,Azzurro Bistro,857,59 place René Clair
48.92034156960326_2.3438543826341625,Académie Fratellini,745,1-9 rue des Cheminots
48.92034156960326_2.3438543826341625,Afssaps,64,143 147 boulevard Anatole France
48.92034156960326_2.3438543826341625,Le Pleyel Burger,81,9 boulevard Ornano
48.92034156960326_2.3438543826341625,Ceeso,180,175 boulevard Anatole France
48.92034156960326_2.3438543826341625,Ecole de la Cité Cinéma et Télévision,455,20 rue Ampère
48.92034156960326_2.3438543826341625,Cité du Cinéma,543,20 rue Ampère
48.92034156960326_2.3438543826341625,Kentarine,596,18 rue Jean Philippe Rameau
48.92034156960326_2.3438543826341625,Le Fournil d'Elma,632,57 boulevard de la Libération
48.92034156960326_2.3438543826341625,Cooking Cuisine Maison,685,19-29 rue des Cheminots
48.92034156960326_2.3438543826341625,Café de France,711,1 avenue Michelet
48.92034156960326_2.3438543826341625,Aux Delices d'Anatolie,726,5 avenue Michelet
48.92034156960326_2.3438543826341625,la Douceur du Cinema,758,10 rue Ampère
48.92034156960326_2.3438543826341625,Supmeca,764,3 rue Fernand Hainaut
48.92034156960326_2.3438543826341625,Mira Paradise,766,6 avenue Michelet
48.92034156960326_2.3438543826341625,Benji Burger,794,24 avenue des Fruitiers
48.92034156960326_2.3438543826341625,L'Osmoze,817,14 avenue Michelet
48.92034156960326_2.3438543826341625,Restaurant Cerise,879,Campus SFR
48.92034156960326_2.3438543826341625,Mezzo,893,6 rue Jean Philippe Rameau
48.92034156960326_2.3438543826341625,Gabest,917,8 rue Jean-Philippe Rameau
48.92034156960326_2.3438543826341625,Les Ateliers Christofle,995,112 rue Ambroise Croizat
48.92034156960326_2.3438543826341625,Pleyel,108,5 rue Pleyel
48.92034156960326_2.3438543826341625,Instant Saveurs,334,10 rue James Watt
48.92034156960326_2.3438543826341625,B.o.,525,20 rue Ampère
48.92034156960326_2.3438543826341625,Mythai,633,50 boulevard Ornano
48.92034156960326_2.3438543826341625,Okane,681,62 boulevard Ornano
48.92034156960326_2.3438543826341625,La Maison de Perle,685,19 rue des Cheminots
48.92034156960326_2.3438543826341625,New York A Paris,917,3 rue Flora Tristan
48.92034156960326_2.3438543826341625,Courtepaille,996,20 rue Jules Saulnier
48.89587780769155_2.3226776719093327,Le 975,432,25 rue Guy Môquet
48.89587780769155_2.3226776719093327,Octopussy Bar,398,22 rue de la Jonquière
48.89587780769155_2.3226776719093327,Chez Irène et Bernard,240,58 rue Gauthey
48.89587780769155_2.3226776719093327,Le Hasard Ludique,435,128 avenue de Saint Ouen
48.89587780769155_2.3226776719093327,Yansai,668,47 rue des Moines
48.89587780769155_2.3226776719093327,Etsi,970,23 rue Eugène Carrière
48.89587780769155_2.3226776719093327,Boulom,953,181 rue Ordener
48.89587780769155_2.3226776719093327,Nawab,854,174 rue Ordener
48.89587780769155_2.3226776719093327,Polette,761,115 boulevard Victor Hugo
48.89587780769155_2.3226776719093327,Melt,922,83 rue Legendre
48.89587780769155_2.3226776719093327,Les Puces des Batignolles,879,110 rue Legendre
48.89587780769155_2.3226776719093327,Comme Chez Maman,981,5 rue des Moines
48.89587780769155_2.3226776719093327,Le Brio,911,216 rue Marcadet
48.89587780769155_2.3226776719093327,Damiani Philippe,635,125 avenue de Clichy
48.89587780769155_2.3226776719093327,Le Comptoir Brochant,614,47 rue Brochant 75017
48.89587780769155_2.3226776719093327,Burger King,690,187 avenue de Clichy
48.89587780769155_2.3226776719093327,La Gioconda,968,18 place Charles Fillion
48.89587780769155_2.3226776719093327,Le Bloc,831,21 rue Brochant
48.89587780769155_2.3226776719093327,Sushi Kyo,883,129 avenue Gabriel Péri
48.89587780769155_2.3226776719093327,Pret A Manger,987,39 rue Mstislav Rostropovitch
48.89587780769155_2.3226776719093327,Le coq noir,652,92 boulevard Victor Hugo
48.89587780769155_2.3226776719093327,Chez Christophe,929,148 rue Cardinet
48.89587780769155_2.3226776719093327,Comptoir Saudade,303,"27 bis, rue de la Jonquière"
48.89587780769155_2.3226776719093327,Tropicalia,313,114 Bis rue des Moines
48.89587780769155_2.3226776719093327,Le BoBart,326,22 rue de la Jonquiere
48.89587780769155_2.3226776719093327,Les Tables d'Augustin,398,44 rue Guy Môquet
48.89587780769155_2.3226776719093327,La Doyenne,465,27 rue de Sauffroy
48.89587780769155_2.3226776719093327,Au Bon Coin,926,52 rue Lermercier
48.89587780769155_2.3226776719093327,La Timballe,571,175 avenue de Clichy
48.89587780769155_2.3226776719093327,Quebecium,607,4 rue Bernard Buffet
48.89587780769155_2.3226776719093327,Les Deux Coupoles,642,192 a avenue de Clichy
48.89587780769155_2.3226776719093327,Chez Sam,670,118 avenue de Clichy
48.89587780769155_2.3226776719093327,Restaurant Diren,674,115 avenue de Clichy
48.89587780769155_2.3226776719093327,Bakery,963,149 boulevard Victor Hugo
48.89587780769155_2.3226776719093327,Onigiri Ya,737,24 ter rue Brochant
48.89587780769155_2.3226776719093327,Pizza Del Popolo,745,153 rue Cardinet
48.89587780769155_2.3226776719093327,Hoba,769,44 rue Bernard Buffet
48.89587780769155_2.3226776719093327,Privé de dessert Batignolles,803,124 rue Legendre
48.89587780769155_2.3226776719093327,SKB -Social Kitchen Bar,848,6 place Jacques Froment
48.89587780769155_2.3226776719093327,Oya,849,80 rue Lemercier
48.89587780769155_2.3226776719093327,Le Truffaut,908,89 rue Truffaut
48.89587780769155_2.3226776719093327,Université Paris Diderot Paris 7,910,16 rue Henri Huchard
48.89587780769155_2.3226776719093327,Mezzo Di Pasta,911,47 boulevard du Général Leclerc
48.89587780769155_2.3226776719093327,L'atelier Sando,935,169 rue Championnet
48.89587780769155_2.3226776719093327,Les Délices,964,42 rue Lemercier
48.89587780769155_2.3226776719093327,Au Petit Rozey,983,43 rue Lemercier
48.89587780769155_2.3226776719093327,Doddy's Coffee,987,80 rue Mstislav Rostropovitch
48.89587780769155_2.3226776719093327,L'Eden,989,57 avenue du Capitaine Glarner
48.89587780769155_2.3226776719093327,McDonald's,941,57 avenue de Clichy
48.89587780769155_2.3226776719093327,Junglii,233,78 rue de la Jonquière
48.85345855607243_2.3772463581947094,Clamato,257,"80 rue de Charonne, Paris"
48.85345855607243_2.3772463581947094,Dersou,293,"21 rue St-Nicolas, 12e"
48.85345855607243_2.3772463581947094,Septime,265,"80 rue de Charonne, 11e"
48.85345855607243_2.3772463581947094,Le Chalet Savoyard,89,"58 rue de Charonne, 11e"
48.85345855607243_2.3772463581947094,Kaf Kaf,86,7 rue Keller
48.85345855607243_2.3772463581947094,Café de la Danse,315,5 passage Louis-Philippe 11e
48.85345855607243_2.3772463581947094,Café des Anges,294,"66 rue de la Roquette, 11e"
48.85345855607243_2.3772463581947094,Blé Sucré,330,7 rue Antoine Vollon 75012
48.85345855607243_2.3772463581947094,Le Café Alain Ducasse Avec 1895 By Lavazza,425,12 rue Saint Sabin
48.85345855607243_2.3772463581947094,Chez Paul,213,"13 rue de Charonne, 11e"
48.85345855607243_2.3772463581947094,Les Cuves de Fauve,145,64 rue de Charonne
48.85345855607243_2.3772463581947094,Opéra Bastille,524,120 rue de Lyon
48.85345855607243_2.3772463581947094,Passager,97,107 avenue Ledru Rollin
48.85345855607243_2.3772463581947094,Bistrot Paul Bert,575,"18 rue Paul Bert, 11e"
48.85345855607243_2.3772463581947094,Le Chat Bossu,325,126 rue du Faubourg Saint Antoine
48.85345855607243_2.3772463581947094,Badaboum,114,2 bis rue des Taillandiers
48.85345855607243_2.3772463581947094,Ten Belles Bread,540,17-19 bis rue Bréguet
48.85345855607243_2.3772463581947094,Waly-Fay,347,6 rue Godefroy Cavaignac 11E
48.85345855607243_2.3772463581947094,Gusto,881,"134 bis, rue de Charenton"
48.85345855607243_2.3772463581947094,Le Servan,894,32 rue Saint-Maur
48.85345855607243_2.3772463581947094,Supersonic,654,12 rue Biscornet
48.85345855607243_2.3772463581947094,Atelier des Lumières,980,38 rue Saint-Maur
48.85345855607243_2.3772463581947094,Café de l'Industrie,465,16 rue Saint-Sabin
48.85345855607243_2.3772463581947094,Le temps des cerises,959,31 rue de la Cerisaie
48.85345855607243_2.3772463581947094,Bofinger,674,5-7 rue de la Bastille
48.85345855607243_2.3772463581947094,Le Petit Marché,910,9 rue de Béarn
48.85345855607243_2.3772463581947094,Frog Revolution,654,9 rue de la Bastille
48.85345855607243_2.3772463581947094,Pâtisserie Carette Vosges,915,25 place des Vosges
48.85345855607243_2.3772463581947094,BACK IN BLACK by KB Coffee Roasters,675,25 rue Amelot
48.85345855607243_2.3772463581947094,Chez Papa,697,40 boulevard de la Bastille
48.85345855607243_2.3772463581947094,Maison Landemaine,680,28 boulevard Beaumarchais
48.85345855607243_2.3772463581947094,Bistrot des Vosges,704,31 boulevard de Beaumarchais
48.85345855607243_2.3772463581947094,Le Train Bleu,988,1 place Louis Armand
48.85345855607243_2.3772463581947094,Maison de Victor Hugo,853,6 place des Vosges
48.85345855607243_2.3772463581947094,Alma the Chimney Cake Factory,794,59 boulevard Beaumarchais
48.85345855607243_2.3772463581947094,Pret A Manger,946,place Louis Armand
48.85345855607243_2.3772463581947094,L'Arrosoir,832,73 75 avenue Daumesnil
48.85345855607243_2.3772463581947094,The Brooklyn Pizzeria,698,33 boulevard Beaumarchais
